F1MA52 I3LNX4
A0A0G2K6Z8 A0A287ACE1
D3ZPK4 A0A287B9L2
D3ZH41 F1SPP8
D3ZAB6 A0A287AN25
Q63470 I3L9V1
D4ABC4 D7RA36
Q5U2Y6 F1SEM2
D3ZER6 A0A286ZJ26
F1LPP8 A0A287APS7
Q66H33 F1SML3
P70501 K7GNC8
D3ZCC7 F1SIK8
P05982 F1SRK8
A0A0G2K5T5 F1SNR6
D3ZQM0 F2Z5E6
F1LR42 F1S9I0
Q27W01 I3LI59
A0A0H2UI02 A0A286ZT47
Q7TNY1 A0A287AZ57
D3ZUD8 A0A286ZK26
B0K014 F1RUA7
A0A0G2JUX5 A0A287A4H2
D3ZVM4 A0A287ACM5
D3ZU83 F1S412
A1L1I3 A0A286ZJP2
D0V9T4 Q9BDK6
D3ZUF1 F1S0F8
D3ZU55 F1RI50
F1LMV6 A0A287AIX3
A0A0H2UHU2 I3LFH6
Q5QD51 A0A287BE06
P39052 F1SC64
A0A096MK76 K7GR08
Q9Z269 A0A287BEQ8
M0RBF8 F1SNG6
P60889 A0A287ACM5
D4A631 F1RU02
D3ZIH3 A0A287AJJ1
D4A5U3 F1SLB6
D3ZSX6 A0A286ZP69
P35289 F1SA57
F1M5J1 F1RVY1
D4A6A8 F1SAQ6
A0A096MIS7 F1RJ83
O88989 F1RR89
D4A3G2 F1RJC5
A0A0G2JSZ1 B1NI70
Q5RK08 A0A287BL20
F1M9Q8 I3LBA6
F1LXU0 I3LCU3
D3ZAB6 M3VK32
B1WC22 A0A287AB60
A0A0G2KBA2 K7GQ93
D3Z9S9 A0A286ZRG1
B1H2A2 F1SDX4
D4A0A0 A0A287ABY4
Q62785 A0A287BQ14
D4AE96 A0A287B2B4
F1MA97 I3L9K6
A0A0H2UI34 F1SBE6
F7F189 F1SBC5
D3ZRE3 A0A287AX48
F1LXU0 F1S1D9
P97947 F1SH27
Q8K1G0 A0A286ZW96
G3V7K9 F1S009
D4ABC4 A0A286ZMB2
P27704 F1S956
D4ACP8 Q684M4
B2RYC7 A0A287BPN6
D3ZCS4 A0A287BJH4
Q68G31 I3LTZ8
P97887 F1S3K9
G3V888 I3LG73
D3ZN76 A0A286ZV83
F1LSA1 Q8HZV3
D3ZK73 I3L5M8
D3ZFJ0 A0ZVR0
Q4KM34 F1SDT3
B5DFB2 Q29024
D3ZAR1 F1STU0
Q5RK08 F1RUA0
D3ZGS7 A0A287BBK4
Q6TA25 I3LNP7
G3V826 F1SCL0
Q62746 A0A287A9R7
A0A0H2UHM5 A0A287AT18
Q5PQL2 A0A287ARA4
Q5RJR4 F1SI41
Q6AYU0 A0A286ZRB3
D3ZQM0 F1S5A8
Q64232 A0A287A9I8
F1MAL5 F2Z5N6
E9PSJ3 F1RTL0
P35286 F1SRN4
Q6P9V6 F1SML4
Q5XIU7 Q8SPR7
P69897 Q767L7
Q8K1G0 F1S0T9
P21677 F1SFC1
Q5RK08 A0A287A6N8
A0A0G2KA90 I3LBA6
P51638 A0A287ASL6
Q8K1G0 I3LDJ2
F1M3H8 A0A287BT17
D3ZLQ6 Q2EN79
D3ZS29 Q2EN79
F7EWN2 I3LD41
D4A1J3 F1SD58
F1M5J1 F1SUL0
A1A5R9 A0A286ZQ22
Q6IMY8 F1SGC8
D3Z8L5 F1SPZ4
B2RZ37 F1RLG5
Q9Z158 F1SGP7
Q5U328 F1RSE6
F1LW16 F1STY9
D3Z8G7 I3LKI5
A0A0G2K5H7 A0A286ZMB2
Q1XID0 K7GMR6
G3V6V5 F1SE75
F8WFG9 A0A287APX0
Q9QYW5 I3LIF1
F1LNW3 F1SGH9
O70509 Q8HZV3
Q66H50 G8ENM4
P49000 I3LDL4
P35370 A0A286ZN72
Q4V7C4 F1SPT4
H9KVE3 A0A287BRJ4
D3ZCS4 A0A287AJ61
Q6XVN8 D2KQR0
Q5XIT0 A0A287AC99
Q4V7E0 F1S668
Q5U1Z8 A0A287A3K3
A0A0G2K0W9 F1SMN1
Q63364 A0A286ZQP7
D3Z8D3 A0A287A7M2
D4ADC4 F1S8L6
Q63151 F1SR72
Q62762 A0A287B1W2
Q7TP21 I3LHB2
M0RB75 F1RL90
D3ZAR1 F2Z566
D3ZRU9 A0A287AD86
F1M2Q1 D7R811
Q10739 I3LEE9
D3ZAB6 F1RUL1
Q5FVI6 Q2EN79
Q63570 F1S4P6
D3Z8I2 E7D6R3
G3V9Q4 P36968
F1M2Q1 K7GMR6
F1LXF5 A0A287AWN6
A0A0G2K612 I3LTD6
F1LTU4 I3LCM4
D4ADZ0 A0A286ZKB5
D3ZLC6 F1SA57
Q5U313 A0A286ZT34
P01346 P23695
D3Z8L5 A5GFU7
Q5XI73 F1SEM2
E9PSY8 F2Z5N6
D3ZPZ3 A0A286ZRH4
A0A0G2JXQ5 F1SUE2
F7ESD4 A0A287B425
A0A0H2UHH4 A0A287A7C6
F1LP04 A0A287AF83
D3ZBY5 F1SV16
Q63364 A0A288CFV7
D3ZNQ6 A0A287BNE4
P38983 A0A287BFY7
Q2PQA9 F1SNX8
D3ZMX5 A0A287BFM2
P25977 P67776
D3ZV19 A0A287ASD5
A0A0G2KAH3 A0A286ZW96
D3ZMW3 A0A287AVJ0
D3ZLI9 K7GRK2
D4A055 A0A287AHZ5
P17955 A0A286ZN42
A0A0G2KA90 F1S1F1
P17955 F1RL85
D4A4N1 F1RXU4
Q9R080 F1RMY9
Q5FVC2 I3LEZ7
Q498N4 A0A287B2B4
D4A2M3 F1S0T9
F1LQS1 F1SLR5
B0BN82 A0A287AYD9
Q5XIN4 A0A287A4H2
A0A0A0MXW1 F1RQL3
A0A140TAF4 F1RVR8
F1MAK3 A0A287B749
A0A0G2KAW5 A0A287AJQ1
D4A4J0 A0A287AU26
D4A2M3 F1RY10
A0A0G2JTT2 A0A287B2B4
A0A0G2K1Q1 A0A287B5N1
P41156 Q864V7
G3V8S7 F1RS27
D4A631 F1RFI0
Q66H76 B5KFD7
A0A0G2JSZ1 A0A287AHQ8
D3ZAR1 A0A286ZKE4
Q811R2 F1RQP2
P12841 F1SQT2
Q6AXY8 F1SGQ0
Q9ERC5 A0A287BS85
G3V8T4 K7GP99
P98087 A0A287BBJ3
A0A0H2UHQ7 F1RG82
D3ZQM0 F1SN45
A0A096MIX2 A0A286ZLI8
E9PSY8 A0A287ARA4
Q6AXZ5 F1RVY1
G3V9W2 A0A287A997
D3ZEU8 I3LIT1
Q8K1G0 F1SSH9
D4A4Q7 F1RYG4
A0A0G2K3V9 A0A286ZU72
D3ZAZ0 F1SA70
Q5XFW6 F1RFI0
D4A0L1 F1RFW8
A0A0G2K331 Q2EN79
F1LS62 A0A286ZTB1
G3V8N3 A0A286ZKV2
F1LS72 F1S403
F1M944 F1SBH1
Q9JLS8 B9TRX0
Q5XIF6 A0A286ZNY1
G3V7M5 K7GNX2
Q5U1W4 F1S0L9
A0A0G2JXP6 F1RP15
O35547 F2Z5J5
Q63016 A0A287AT90
P63057 F1S570
F1LPP8 F1S395
B0K014 F1SBH1
P31016 A0A286ZXL7
D4AEB3 P36968
D3ZSQ1 F1SFM8
D3ZBY5 F1SHV8
B1WBU7 F1S103
D3ZNG0 A0A287BGY8
D3ZAY8 F1S8L6
P11505 F1STY9
G3V8N3 F1S222
A2IBE0 A0A287B0I5
D3ZIK8 F1RLB1
F1M2Q1 I3LEL6
A0A0G2K0W9 A0A287AT18
P08644 D7RA34
Q9WTT7 R4JU57
G3V8M5 M3VK32
F7ESD4 Q28987
M0R887 Q3ZDQ5
D3ZMI6 F1RJ68
F1LQP9 F1SV14
D4A929 F1RUA0
D4A050 F1SF42
D3ZN47 A0A287BJX4
Q3B7L3 A0A286ZKL8
H9KVE3 K9IVL0
P49950 F1SSH9
D3ZCS3 F1SAH4
Q6AY02 A0A287A4H2
D3ZA62 A0A287B613
F1MAK9 F1SNX8
D3ZBN4 I3LRD5
M0RB87 F1RRT8
F1M3H8 A0A287AU26
F1LN88 A0A287A164
G3V8M5 K7GNS9
Q811R2 I3LBN0
D3ZSJ1 K7GRK2
F1LMH8 A0A286ZU41
D3ZE91 F1RJU1
F1LXF5 A0A287BFY7
F7F0B1 D4P3C2
Q91ZN7 A0A287B726
E9PTR3 F1SP38
P07340 P05027
F1MAF8 I3LCP8
A0JPJ7 F1SGF1
G3V8M1 F1CK19
Q6AXZ5 A0A286ZRG1
D4A5D6 F1SAU2
P11505 I3LGE9
Q5PQL2 A0A287B0Y7
B5DFK2 I3LKT7
P38983 F1RPH0
Q66HM2 F1SAI8
Q6P9X1 F1STY9
Q9Z336 B8Y650
Q66H76 A0A287BTJ4
D4AD02 F6PY91
D3Z9L5 F1S3Z9
F1M0R1 F1RZA6
Q5RJQ7 F1SFM8
D3Z8D3 F1SAH6
Q6IMY8 F1RUA0
P38983 A0A287BES3
D3ZTG2 I3LJY8
Q5U367 F1SH97
A0A0H2UH94 K7GR16
Q811R2 A0A287AB60
D3ZAB6 A0A287A4H2
D4A895 I3LVN6
D4AA47 A0A287ARC5
Q9Z2Z8 I3LKI5
F1M9B7 I3LDJ2
D3ZQ60 F1SCF7
Q6AY34 F1S0N7
Q63632 A0A287A041
F1MAL5 A0A287AJ61
A0A0G2KBA2 F1SAN7
F1LQS1 F1SJ69
D3Z8I2 I3LCM6
D3ZF19 F1SJ31
P11505 F1SNG6
G3V8M9 A0A287B5N1
Q63396 A0A287BQ14
A0A140TAB8 F1SA70
F1LRV1 F1RX40
D3ZE75 E7CXS0
F1LQZ4 A0A286ZZS2
P61212 F1SGG3
G3V9L3 I3LCX3
B2RYC7 F1SLF9
D4A1U7 A0A287ARD1
Q5PQK4 I3LPV8
Q63364 I3LJC2
Q5PQK4 F1S488
O35274 A0A287A0E5
A0A0G2K449 F1SSD4
F1M9B7 I3LEL6
F1LS62 F1S1D9
F1LXU0 F1S222
D3ZVM4 A0A287B2L2
Q62985 A0A287AHV7
D3ZTV3 A0A286ZV27
A0A0G2K659 A0A287BH84
Q62923 F1RJR1
F1MA79 F1RZ96
B2RZ84 F1RU22
O88791 G3FNU6
D3ZF50 F1SP55
P41156 M3VH47
Q6AXT8 M3VK32
B1WC22 F1S222
Q6P7R8 A0A287BMZ8
G3V9Y6 I3LH61
Q9JHF3 Q2TJZ7
O70521 A0A287AFY2
D3ZS99 A0A287AKX1
F1M7Y3 I3LQI9
P01244 A0A287ADQ6
G3V8G2 A0A287BK93
G3V8D5 F1SJ88
G3V7M5 K7GR08
E9PT65 F1SV14
D3ZRH6 F1RSW8
D4A9E7 F1RVY1
M0R711 A0A287AFM0
A0A0G2JXI1 B5KFA0
Q66H56 A0A287B4P7
D3ZGS7 A0A287AZ21
Q5RKH2 F1RVY7
P46002 A0A287AYT3
Q4KLM0 F1SJ67
O35346 P28491
D3ZW08 A0A286ZJX9
Q8K1G0 F1STH9
D3ZIS7 A0A287A8G1
P22909 I3LLL0
A0A0G2K075 F1RW78
Q9Z158 A0A286ZRJ9
Q5FVL4 F1S662
F1LMV3 I3LAG7
D3Z8E2 F1SBX2
Q99PR0 F1RP15
P68370 Q2XVP4
M0R7R2 A0A287BK29
D3ZHK4 I3LG34
F1M5Y6 A0A286ZSV2
D4AAY7 F1SQU5
O35814 I3LNG8
D4A2M3 I3LLL0
A0A0G2JTY1 I3LE63
Q66HA1 F1SEX6
B1WBU7 A0A287ASV0
F1M8R0 A0A287ARD1
Q4QQV0 A0A287BT02
D4A8B1 A0A287AKX1
P56700 I3LDJ2
D3ZUC2 A0A287AA59
G3V9Q4 F1S057
M0RBF8 I3L7T4
Q3B7C9 F1RTH8
D3Z8I4 A0A287A997
D3ZM82 A0A287AYU6
Q9JJ54 A0A287AU26
A0A0G2KAH3 F1RY10
Q6MG08 Q767L0
F1LN63 A0ENH4
G3V8D5 A0A287BGA2
F1M8D3 F1SPJ4
D4A2H2 Q06AV2
Q64315 F1RVT3
D4A3G2 F1SGH9
B2GV58 A0A286ZT34
P63170 D9U8D1
O35547 A0A287BK93
G3V8M5 A0A286ZQP7
P10980 F1RM61
Q6IRH4 I3LLL0
D3ZM22 F1RUZ5
D3Z8G7 F1S7Q6
F1M5J1 A0A286ZPM2
F1MAF8 F1SLB6
D3ZP96 F1SPF3
F1MA97 F1RVY1
A0A0G2K9S3 A0A287B5J4
Q6AY57 I3LDL4
F1LRC6 A0A287AWN6
D4ABC4 A0A287A3U2
F1LQR5 A0A287BKF2
D3ZE91 I3LDS3
A1A5R9 A0A287BQ36
A0A0G2JSZ1 K9IVK6
P12389 F1SNR6
D3ZVM4 Q2EN79
Q6AXZ5 F1SUL0
Q9Z2Z8 F1SAI5
A1A5R9 F1SML3
D3ZNQ6 A0A287ATD3
B2RZD6 F1S1V1
F7EL93 A0A286ZP75
B2GV58 R4JU57
D3ZXF8 I3LDM6
D3ZFY0 A0A286ZQP7
A0A0H2UHK4 F1S1H4
D3ZFM1 F1SF37
F1M2F9 F1RUM0
F1MA10 K7GM93
M0R3J4 Q95L23
G3V763 F1S021
D3Z8L5 A0A286ZRN9
Q99JC6 I3L7Y8
Q5U328 F1SMV6
P05982 F1S3E0
D4A2B7 A0A286ZTN4
G3V8M5 A0A288CFV7
Q569D2 A0A287A440
Q924S5 F1SNG6
F1LPP8 F1S3E0
F1M8D3 F1RRH7
D4A1L2 A0A286ZRN2
Q4KMA2 A0A286ZMP7
Q5XI72 F1RIA4
A0A0H2UHZ0 F1S5A6
D3ZDG0 F1RV56
P31977 F1SV14
Q6P6G2 A0A287AL65
D4A9U9 I3LUU8
B2GV58 A0A287A9Y2
A0A0G2KAH3 I3LEL6
Q4L0E9 A0A287ASL6
A0A0G2K5E7 F1SHV8
P08644 A0A287B854
Q5PQL4 F1STU0
Q5XI73 E7EI20
Q62867 F1SLB6
A0A0G2K8Q8 Q2EN79
F1LQP9 A0A287A4F2
M0R740 A0A287B519
A0A0G2K8K0 A0A287A4F2
P38983 A0A287AWN6
D3ZVM4 A0A287AF83
A0A0H2UHM5 F1SMN1
A1A5S1 F1RPH0
D3ZUD8 A0A287AT90
F1MAF8 F1S1F1
Q5U328 A0A286ZPE3
B1H269 I3LIB1
O35552 A0A287AT90
A0A0G2JYJ7 F1RL85
G3V8N3 I3LCU3
Q5BJY8 F1S8D0
Q9R019 Q864V7
Q91ZN7 A0A287AJJ6
Q5BJS0 A0A286ZTN4
F1M400 A0A287BAC0
G3V7M9 I3L828
F1M0R1 Q28987
Q63396 I6L6T2
D3ZE75 A0A287A6E8
Q4FZS2 A0A287BR84
E9PTT0 A0A287BPQ8
Q5EB96 A0A286ZP72
F1M3U4 A5GFY8
D4A4J0 A0A287BT17
D4AEB3 F1S057
Q62711 Q8SPR7
O88846 F1S8Q2
Q66H50 Q52NJ5
B1WC74 I3L592
A0A0G2K772 A0A287A9N8
F1MAL5 A0A287AJJ6
D3ZLQ6 A0A286ZYH6
A0A0G2JW83 I3L6G1
E9PT19 F1RVE2
M0RDR7 A0A023PN04
Q6I8Q6 F1RU23
P21677 F1SUL0
A0A0G2K5H7 F1SD90
A0A0G2JY43 F1S5C5
Q9JK11 A0A286ZJX9
P39948 F1SP32
G3V890 A0A287A144
P43138 F1RZ02
F1LMG2 Q8SPR7
P60889 Q2EN79
D3ZHJ4 Q3ZDQ5
M0R740 A0A287AW55
Q6TUD5 A0A287BP89
D4AA66 A0A287AU87
Q7TNZ9 A0A287AG50
Q9WUC8 A0A287B6S0
D4A135 A0A287BBF5
Q9QWJ9 K7GS36
O88764 F1SEA4
F7FLN8 O62640
Q65Z15 A0A287AC99
M0R3P2 A0A287B9N1
F1LPK1 K7GRW1
D3ZZW2 F1SIG5
Q5XIL3 I3LH38
B5DEI7 F1RQU8
F1M3H8 A0A287AXW5
F1M9G7 F1RK46
D3ZDJ3 F1SV31
A0JPN1 A0A287B2L2
A0A096MIY3 F1S395
G3V6V5 Q9BDK6
B1WC03 F1RQL3
Q3B7L1 F1S1F1
A0JN29 A0A287BL28
F1LW16 A0A287AFM0
Q9Z158 I3LUH8
Q5BK39 I3LLL0
B1WC03 A0A287AKX1
Q6IRH4 D7R811
B0BNG7 A0A287BNE4
D3ZSJ1 A0A287BBF5
M0R7R2 F1SEX6
F1LN92 F1SR72
A0A0G2K1V9 F1RXE4
F1M9Q3 F1SP55
F1LXU0 A6N8P5
F1LQX7 A0A286ZJX9
Q62867 F1SD90
D4A9W0 A0A287ACM5
Q66H33 F1SLW4
D4ADT3 I3LM88
Q924S5 F1SPZ4
Q5U313 F1SUT8
Q5XI94 F1SJU3
P12841 F1RMN5
P63140 F1SLF9
M0RD54 A0A287ASF2
F1M9Q8 F1SD90
G3V7M5 A0A286ZUN2
F1LV21 F1S9R5
Q5M808 F1S5N5
F1LRC6 A0A287BFY7
P16086 A0A286ZXS0
D3ZQW1 A0A287BE06
Q6AXS5 F1S827
F1MA97 A0A286ZRG1
D3ZCS4 A0A287A9Y2
D3Z8I0 F1RLY4
Q5PQL2 A0A286ZT34
O08776 F1SAH1
D3ZUU5 F1SCF5
Q642B9 A0A287AJ93
B2GV58 A0A287AJ61
F1LP04 Q2EN79
D3Z8X7 A0A287BFS6
A1A5R2 A0A286ZX89
F1M8I9 A0A287A041
P62138 Q2EHH8
B0BNN4 F1RWV1
G3V8X6 F1SJ23
Q91ZN7 A0A287B642
E9PU35 Q9BDK6
A0A1B0GWW0 F1SHV8
D4ADQ6 F1SE23
D3ZWS0 F1SKG4
Q04589 A0A287AF08
A0A0H2UHG3 I3LFR2
D3ZRJ0 A0A287AFG3
D3ZHJ4 F1S668
F1LRV1 A0A286ZRJ9
A0A0G2K3W4 F1RF23
D3Z9S9 F1SJ23
P21677 F1SUE2
Q2PQA9 F1RPH0
Q6AXZ5 I3L9K6
B1WC31 A0A287A728
D3ZZC1 A0A287ARZ1
F1MAL5 A0A287B0Y7
G3V815 A0A287B749
F1LRL9 F1RUA0
Q66HA1 F1S5N5
Q7TP47 A0A286ZXS0
Q811R2 A0A286ZTB1
I7GAZ6 F1SBK5
Q4FZT0 F1RSV8
Q5XIV0 A0A287BJX4
Q5XIN4 A0A286ZQP7
D3ZQN8 M3VK28
Q9QY10 I3LBD8
F1MAK9 I3LIB1
D4A9W0 A0A286ZYH6
D3ZUX5 A0A287BMZ8
P20420 F1SNR6
F1LXF5 A0A287BPQ1
Q6AYH3 A0A287AJ28
D3ZD80 F1SGF1
F1M5N4 A0A287ADQ6
D3ZN47 F1S1S3
P27704 A0A287AX02
P49088 D0G0C6
D3ZS29 F1SNY1
A0A0G2JV07 A0A287AQ63
D3ZEI4 F1S794
D3ZPK4 F1SAH6
Q8R424 I3LAG7
B5DEL1 F1RL85
Q5M808 A0A287B4V5
A0A0G2JSH5 A0A287BAY9
F1M2Q1 F1RY10
D3ZCQ7 F1SAG1
A0A0G2JXQ5 F1SJ23
G3V7Q8 A0A287A4Z0
Q5PQR6 A0A286ZMR3
G3V877 A0A286ZUN2
Q4KM87 F1RUA0
Q62755 F1SLF9
Q9Z158 F1RX40
Q5PQK4 A0A286ZR64
Q5I0E7 F1SRK8
P21677 A0A286ZRG1
F1LS62 I3LCU3
F1LVC4 A0A287B330
Q5M971 F1SSX7
P63088 Q2EHH7
Q91ZN7 A0A286ZT34
Q63750 A0A286ZZC6
P35426 F1SCF5
Q5FVQ0 A0A287ASV0
B2GUZ2 F1RTH8
B0BN81 F1RFD3
G3V8X6 F1SFC1
Q6PCT9 F1SGF1
A0A0G2KAH3 K7GMR6
A0A140UHX0 A0A287BBY6
D4AA72 F1SDW9
D3ZXX3 F1S8U4
D3ZQ60 F1RFX5
P06761 F1SUF6
P63156 K7GMR6
Q6P3V8 A6M928
Q8K1G0 F1SIK8
D3ZFY0 I3LJC2
Q9Z2Z8 K7GQ93
P22909 I3LEL6
B1WC22 I3LCU3
F1LNW8 I3L6Q6
A0A0G2JY43 A0A287BRD8
D3ZQX4 A0A287AV79
D3ZXL5 F1RUP2
Q5FVQ7 I3LRS0
A4L9P7 D0G0C6
F1MA97 F1SBK5
Q4KM87 F1SGC8
A0A0G2K2W8 F1SUL0
M0RBS9 F1ST14
Q6IMY8 F2Z5E6
Q5M7T9 I3L5P4
D4ADX7 A0A286ZKI4
F1LW16 F1SNG6
O88764 A0ZVR0
D4A2M3 I3LDJ2
Q5PQV1 F1SN65
Q09128 A5GFV8
D3ZDZ1 I3LFA7
B5DFI9 Q684M4
P27704 A0A287BGA2
D3ZEN8 A0A287B5M8
Q6MGB6 F1RKW8
P60522 F2Z5I0
A0A0H2UHU4 F1S5N5
Q62762 F1SAG1
B0BNG7 A0A287AXQ4
D4A2B7 F1S0W9
A0JPN1 Q2EN79
Q6MGB6 I3LCA2
M0RCL1 A0A287BN54
F1LMM4 F1S4U8
Q6P736 A0A287AXW5
D4A3G2 F1RJ83
D4A929 F1RFD3
P05982 I3LPV8
Q0PGW2 F1SRQ4
A0A0G2K605 F1STS0
P35355 M3VK28
F1M062 A0A287B5K1
Q62762 F1RWG2
Q498N4 F1SIA4
Q5QD51 F1SKG2
P51638 F1RMC2
F1MA97 F1SUL0
F1LXU0 I3LBN0
D3ZAS8 A0A287A1V5
Q3T1H6 A0A287AZX4
A0A0G2K1A2 K7GRV6
M0RCL1 F1SR01
A0A0A0MY07 P67776
D3ZD03 A0A286ZZW3
P21677 A0A286ZPM2
F1LRL9 F1SGC8
F1M2Q1 F1STH9
Q07936 I3LLQ8
G3V6D8 I3L592
Q64620 A0A287ARA4
D3ZS99 F1S484
D3ZS29 A0A286ZYH6
Q8R424 A0A287BPN6
D3ZQB7 A0A287AQ36
E9PTS7 A0A287A3U2
Q4L0E9 F1S668
Q5BK64 F1S4J0
Q5PQL2 A0A287AJ61
E9PTS7 F1SAM0
Q9QXQ0 A0A287B2B4
B1H278 F1S7J9
P0C1S9 I3LU32
D3ZQM0 A0A287BL20
Q6AY02 A0A287AN25
D3ZWI4 F1SAH1
F1LW16 A5GFU7
P27704 F1SJ88
D4A9V4 A0A287A997
D3Z8L5 I3LGE9
D3ZCC7 K7GMR6
Q91ZN7 A0A287B0Y7
Q6AY57 F1S8U4
G3V6S6 A0A287B3N8
P05982 F1S488
A0A140TAH3 I3LUD5
Q62928 F1SFF0
Q6MG13 Q767K6
P49000 D7RA31
B2RYC7 I3LAG7
I7GAZ6 A0A286ZRG1
F1M7G9 A0A286ZKI5
F1MAK9 F1RPH0
D4A9U9 A0A286ZZ53
D4A2B7 A0A287AW46
F1LSA8 F1SDY7
D3ZCS4 A0A287B0Y7
D3ZE75 A0A287B749
D3ZZW2 A0A286ZSJ2
F1MAK9 A0A287BES3
A0A0A0MXW1 A0A287AKU1
Q6TQE1 A0PFK5
A0A0G2K1V9 F1SCJ1
Q07984 A0A286ZLH7
D4A460 I3L8C8
G3V8D5 A0A287AX02
P27704 A0A287B0I0
Q5FVM2 P61291
Q6AXT8 F1SBF0
A0A0G2K1M2 F1RHS7
A0A0G2JYS9 F1SJ31
Q5I0E7 F1S3E0
D3ZCS3 A0A287AQJ0
O35552 K9IVK6
F1LR76 I3LSJ5
D3ZDZ0 F1S395
Q66HJ7 A0A287B8Q0
P38483 F1SLW4
G3V8T0 A0A287AH53
Q5M947 F1RVY7
P16599 F1S360
A0A0G2K2T6 K7GP99
Q5BK67 I3LE63
Q56R20 F2Z5F3
A0A096MIW0 K7GPY3
Q5PQL2 F2Z5N6
Q63016 A0A286ZZW4
A0A0G2JTT2 F8T0U2
D3ZSQ1 A5GFT5
A0A0A0MXW1 F1S484
A0A0H2UHY4 F1RSN9
Q5PPL2 A0A287AKU1
G3V6T7 A0A287B1Q0
A0A0A0MY07 F1RU38
D3ZCS4 A0A287B726
Q6W3B0 I3L5R5
P35815 A0A287BLV8
A0A0H2UHJ1 I3LQI9
M0R7R2 A0A287B443
Q4KLJ3 A0A287AKR9
Q5U214 A0A287AIX3
G3V8V1 F1SP55
Q63016 K9IVK6
D4A100 F1RS27
D4A4J0 F1RQC5
Q66H66 I3LU32
Q5QJV7 F1RQP2
D3ZWI4 F1SI67
A0A0H2UHU4 I3LN88
A0A140TA98 F1SLR5
A0A0G2K659 A0A287A997
F1LNW3 I3L5P4
Q6AY57 A0A287BPP8
Q4FZS2 I3L9F7
Q65Z15 A0A286ZRH4
A0A0G2K772 F1RX85
P20417 F1S4T0
A0A0H2UHJ1 C3S7K6
B1WC03 F1S715
F1M9Q8 A0A286ZQE2
E9PTF3 I3LBB2
A0A0G2JSU2 F1S103
A0A1W2Q693 I3LKI5
Q6P9X1 F1SPZ4
A0A0G2JU49 Q27HK4
P41777 I3LBB2
Q8VH49 F1RXU4
D4A135 K7GRK2
Q6P736 A0A287AU26
F1MAF8 D7RA36
D4A0V7 I3LVG6
A0A0H2UHA6 F1RPH0
G3V9Q4 F1S0U6
B2GV58 A0A287B0Y7
P97580 O02826
G3V932 F1SPW6
G3V829 A0A287AVF4
F1M8E5 F1RUL1
D4A478 F1RGU8
I7GAZ6 I3L9K6
Q1XID0 A0A287BRX1
A0A0G2K2C2 E7EI20
A0A096MK76 F1S360
Q6AXT8 I3LJC2
Q9QYH7 G9M5N9
D3ZGK2 I3LUC3
A0A0G2K9T1 A0A286ZL14
D3ZE26 K7GNX2
Q56R17 A0A287ATD3
B1WBU7 I3LRC6
P61212 A0A286ZLH7
D4A8M7 A0A286ZLT0
O35410 M3VK28
F1M953 I3L5T3
Q6AXZ5 F1SJ23
M0R9L3 F1RFI0
D3ZCL3 A0A287AQ50
D3ZY39 I3L5I1
Q9JK11 F1RX38
F1MA79 A0A287B5N1
F1LWZ7 F1STG0
Q5PQX1 A0A287ARA4
B1WC74 F1RMB0
Q9ESB5 A0A287B321
A0A096MIY3 F1S3E0
A0A0A0MY07 F1RQY4
F1LP66 D5KJI2
Q8K1Q0 F1RI50
D3Z9S9 F1RVY1
B1H269 A0A287BES3
D3ZLQ6 F1RY55
Q8CF97 F1RTZ5
F1M5J1 F1SJ23
D4A929 F2Z5E6
A0A0G2KAS0 B2ZCZ8
F1LW16 F1SPZ4
Q63151 F1RLJ4
F1M3H8 F1RQC5
A0A0G2K8P3 A5D9M6
D3Z822 F1RMJ3
E9PT51 I3LMX3
D3ZXF8 D7RA31
D3ZB81 F1S4W0
D4A2B7 F1SN45
M0RCL1 F1RXV9
R9PXS3 F1RKW0
A0A0G2K5E4 Q8HZV3
B1WC03 F1S484
A0A0G2QC27 F1SE91
Q64350 A0A287BQ14
P63156 I3LDJ2
D3ZCS4 A0A287ARA4
P97536 F1RQC5
Q6TQE1 M3UZ00
M0R7E6 A0A287AJ85
Q2A121 B0JFC7
A0A0G2KA90 F1SD90
G3V9Q4 F1SAY9
D3ZCX1 F1SL57
Q3B7L1 A0A286ZQE2
M0R8R8 I3LQN8
Q5U2Y1 F1S062
Q6P7R8 F1SNF6
Q68FR9 F1RHU6
D4A7R4 F1RF02
G3V9W2 A0A287BLV8
D3ZD80 F1RJL2
Q2PQA9 A0A287BFY7
Q32PX2 A0A287ATD3
F1LS35 F1S103
B2RYW8 A0A287BT02
F1LQX7 I3LB93
Q6AZ70 A0A286ZSG5
A0A0G2JSJ5 A0A286ZZW4
Q5RK08 F1SN45
Q8R424 F1SEA4
F1M944 F1RUA7
P62142 F1RQC5
D4A7G5 A0A287B841
Q64620 A0A287B0Y7
Q5J2D6 F1RZR1
Q9JJ54 F1RQC5
P05982 F1S395
F1M062 F1S8K5
Q3SWT5 F1RRU8
Q5M9G3 F1SGS6
A0A0H2UH94 A0A287AH15
O88764 A0A287BPN6
Q80U96 A0A287BHC9
Q5I0C9 A0A287B1A2
Q56R20 A0A287BR84
D3ZV63 F1S2Z9
M0R711 F1SPZ4
D4A5T1 A0A287AQ50
A0A096MK76 F1S4A6
G3V681 F1SSL4
Q5XHY0 A0A287ARU6
Q5QJV7 A0A287AB60
Q6P9X1 A0A287AFM0
